ID,Year_Birth,Education,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,IncomeRaw,Living_With,Children,Family_Size,Is_Parent
4754,1976,Postgraduate,0.2844094853755223,2013-09-25,91,30,11,33,13,6,29,1,2,0,4,4,0,0,33585.0,Partner,1,3,1
4002,1970,Postgraduate,0.6723599157172957,2013-10-13,3,463,96,333,168,53,10,1,7,7,12,3,0,0,77037.0,Partner,1,3,1
8870,1994,Graduate,0.29879290025356237,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,8,0,1,35196.0,Partner,1,3,1
966,1976,Graduate,0.3821202814185208,2013-07-05,98,538,13,91,17,6,26,6,6,2,11,5,0,0,44529.0,Partner,1,3,1
4767,1975,Undergraduate,0.6177815078032927,2014-04-07,41,635,114,254,132,152,76,1,6,6,7,3,0,0,70924.0,Partner,0,2,0
9725,1976,Postgraduate,0.24136637977215097,2014-06-05,16,8,0,3,0,0,1,1,1,0,2,8,0,0,28764.0,Partner,2,4,1
4475,1959,Postgraduate,0.6014785186243348,2013-02-16,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,69098.0,Partner,0,2,0
5740,1980,Undergraduate,0.2163226313345952,2013-02-14,1,4,2,12,7,5,26,2,1,2,2,6,0,1,25959.0,Alone,2,3,1
5731,1993,Postgraduate,0.2265097675083033,2013-04-05,64,12,0,13,2,0,10,1,1,0,3,7,0,0,27100.0,Partner,1,3,1
7290,1995,Graduate,0.6148530409628227,2012-10-05,68,347,44,534,17,0,26,1,3,5,12,2,0,0,70596.0,Alone,0,1,0
3846,1984,Graduate,0.3645137673654512,2012-08-29,98,192,5,53,0,5,15,4,6,1,4,8,0,0,42557.0,Partner,1,3,1
8104,1961,Postgraduate,0.4605371236741545,2013-08-09,32,241,0,12,0,0,25,1,5,1,5,7,0,0,53312.0,Partner,0,2,0
4507,1962,Graduate,0.6294239491446734,2012-11-27,87,631,28,491,30,14,56,1,6,7,8,3,0,0,72228.0,Alone,0,1,0
11013,1997,Graduate,0.5881486375486589,2013-03-31,84,336,28,282,184,54,54,1,2,8,6,1,0,0,67605.0,Partner,0,2,0
4491,1959,Postgraduate,0.5456501553515946,2012-10-01,3,1099,0,45,0,0,34,11,3,4,10,8,0,0,62845.0,Partner,2,4,1
3759,1968,Graduate,0.5666404771258169,2013-07-25,34,743,19,181,12,0,200,2,7,6,11,5,0,0,65196.0,Partner,2,4,1
1162,1997,Postgraduate,0.3595407306881897,2013-01-10,23,124,83,267,85,59,35,2,5,2,11,5,0,1,42000.0,Alone,0,1,0
2055,1983,Postgraduate,0.3047212599550016,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,0,0,35860.0,Alone,2,3,1
10766,1974,Postgraduate,0.5695868004714116,2014-04-11,22,397,19,69,12,0,9,1,4,4,8,2,0,0,65526.0,Partner,1,3,1
4415,1971,Graduate,0.1350844612692404,2012-09-12,19,10,4,4,3,3,14,3,1,1,3,7,0,0,16860.0,Partner,2,4,1
3005,2002,Graduate,0.7303132030998892,2014-05-01,7,530,117,678,134,44,147,1,4,10,8,1,0,1,83528.0,Alone,0,1,0
2223,1975,Undergraduate,0.5575336595121603,2012-08-03,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,64176.0,Alone,1,2,1
4817,1966,Graduate,0.1836898682189922,2012-08-04,91,3,2,7,0,4,2,1,1,0,2,8,0,0,22304.0,Alone,0,1,0
2875,1988,Graduate,0.5829523945573372,2014-03-04,93,444,44,382,11,8,17,1,3,7,13,2,1,0,67023.0,Partner,0,2,0
10536,1981,Postgraduate,0.27822220634977324,2014-05-25,78,26,0,15,2,1,2,2,3,0,3,8,0,0,32892.0,Partner,1,3,1
11112,1976,Graduate,0.6158976465126245,2012-12-03,23,736,114,279,82,76,190,6,5,6,8,3,0,0,70713.0,Partner,1,3,1
3807,1965,Graduate,0.5195796578693618,2012-11-30,83,473,21,176,19,21,56,3,9,2,9,6,0,0,59925.0,Partner,1,3,1
9197,1963,Graduate,0.33920217135102315,2014-02-24,92,32,0,5,2,0,8,2,2,0,3,5,0,0,39722.0,Partner,1,3,1
10832,1968,Graduate,0.4006999750008928,2013-07-18,4,288,10,30,4,10,125,1,6,1,6,6,0,0,46610.0,Partner,0,2,0
6421,1971,Graduate,0.7733384521981357,2013-07-03,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,88347.0,Partner,0,2,0
4207,1991,Postgraduate,0.7628388271847434,2013-05-01,27,1001,44,107,58,44,44,1,6,7,11,2,0,0,87171.0,Partner,0,2,0
577,1986,Undergraduate,0.22478661476375844,2013-08-20,10,9,1,7,0,3,2,2,1,0,3,7,0,0,26907.0,Partner,2,4,1
10855,1978,Postgraduate,0.4310917467233313,2014-01-22,9,234,14,77,19,10,42,2,4,1,8,5,0,0,50014.0,Alone,1,2,1
3081,1988,Postgraduate,0.3507374736616549,2013-04-22,65,7,2,6,2,0,3,1,1,0,2,7,0,0,41014.0,Partner,1,3,1
3535,1975,Graduate,0.5764436984393414,2014-03-17,68,251,108,334,65,92,117,1,4,3,5,2,0,0,66294.0,Alone,0,1,0
247,1981,Graduate,0.31235491589586084,2012-11-17,16,172,10,125,21,13,16,6,7,2,4,9,0,1,36715.0,Partner,1,3,1
8707,1966,Graduate,0.6939573586657619,2012-08-22,12,565,42,548,64,83,99,1,5,6,4,3,0,1,79456.0,Partner,0,2,0
9523,1992,Graduate,0.3459608585407664,2013-08-17,95,5,0,8,2,0,0,1,0,0,3,4,0,0,40479.0,Partner,1,3,1
6072,1980,Postgraduate,0.6572533123817006,2013-02-02,16,918,57,842,99,38,133,1,5,8,6,3,0,1,75345.0,Alone,0,1,0
6295,1987,Graduate,0.4687600442841327,2013-02-04,46,652,8,158,21,0,142,4,11,6,5,8,0,0,54233.0,Partner,1,3,1
10914,1980,Graduate,0.20028748973250957,2013-10-12,3,4,1,7,2,1,2,2,1,0,3,4,0,0,24163.0,Alone,2,3,1
1509,1968,Postgraduate,0.7386343344880539,2013-01-04,80,152,27,103,106,54,81,0,9,9,4,5,0,1,84460.0,Partner,0,2,0
5577,1993,Graduate,0.3753973072390272,2014-05-03,77,8,0,9,2,1,3,1,1,0,2,6,0,0,43776.0,Partner,1,3,1
7348,1968,Postgraduate,0.6246294775186599,2014-03-17,0,336,130,411,240,32,43,1,4,7,5,2,0,1,71691.0,Alone,0,1,0
1127,1983,Postgraduate,0.7509910360344273,2014-05-29,62,938,19,843,25,95,38,1,6,6,7,2,0,0,85844.0,Partner,0,2,0
1833,1984,Postgraduate,0.33445234098782184,2014-04-26,91,68,8,18,19,8,12,2,2,1,4,5,0,0,39190.0,Alone,1,2,1
4944,1969,Graduate,0.6217367236884397,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,71367.0,Partner,0,2,0
9080,1982,Postgraduate,0.32898825041962787,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,0,0,38578.0,Alone,2,3,1
6466,1975,Postgraduate,0.4955715867290454,2014-03-12,22,105,0,9,2,1,4,3,2,1,4,3,0,0,57236.0,Partner,2,4,1
9964,1989,Graduate,0.5365433377379378,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,0,0,61825.0,Alone,1,2,1
4790,1968,Graduate,0.6970554623049177,2014-06-02,54,574,8,216,21,16,33,1,4,3,5,1,0,0,79803.0,Alone,1,2,1
10245,1996,Undergraduate,0.7069390378915038,2012-10-31,71,160,80,369,67,39,41,1,3,3,8,1,0,0,80910.0,Alone,0,1,0
1109,1992,Postgraduate,0.23088461126388343,2013-04-23,38,6,0,5,0,0,1,1,1,0,2,7,0,0,27590.0,Partner,1,3,1
6001,1989,Graduate,0.4914556622977751,2013-01-02,62,614,35,160,58,35,35,2,5,8,10,5,0,0,56775.0,Partner,1,3,1
5538,1985,Graduate,0.7330006071211742,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1,0,1,83829.0,Alone,0,1,0
10552,1989,Undergraduate,0.4685546944751973,2013-05-20,18,70,54,109,80,9,45,2,4,1,7,5,0,0,54210.0,Partner,1,3,1
1545,1996,Graduate,0.3283632727402593,2013-08-02,95,120,19,206,25,19,54,6,7,2,5,8,0,0,38508.0,Partner,1,3,1
7409,1980,Graduate,0.45942109210385346,2013-10-26,66,211,2,30,7,7,10,2,4,1,6,5,0,0,53187.0,Partner,1,3,1
4444,1982,Graduate,0.2526070497482233,2014-03-24,28,11,0,16,7,6,21,1,2,0,3,8,0,0,30023.0,Partner,1,3,1
146,1970,Postgraduate,0.6635030891753866,2013-11-15,78,760,53,400,17,93,0,1,4,5,11,2,0,0,76045.0,Alone,0,1,0
6271,1962,Postgraduate,0.43873433091675296,2014-06-19,13,53,0,8,0,0,2,1,2,0,3,5,0,0,50870.0,Partner,1,3,1
10065,1980,Undergraduate,0.12129031106031929,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,15315.0,Partner,0,2,0
4741,1984,Undergraduate,0.56902432055998,2014-01-30,17,391,32,70,21,32,16,2,6,2,9,5,0,0,65463.0,Partner,1,3,1
246,1975,Graduate,0.5781043534159493,2014-05-31,71,199,9,57,20,21,6,7,4,1,7,4,0,0,66480.0,Partner,2,4,1
375,1964,Graduate,0.6700028570408199,2013-02-25,79,516,56,449,86,33,16,1,2,2,11,1,0,0,76773.0,Alone,0,1,0
1524,1993,Undergraduate,0.7139745009106817,2013-03-01,1,709,45,115,30,160,45,1,8,2,5,5,0,1,81698.0,Alone,0,1,0
10022,1983,Postgraduate,0.4708403271311739,2014-02-09,78,12,0,4,0,0,0,1,1,0,2,5,0,0,54466.0,Alone,2,3,1
7451,1970,Postgraduate,0.8664601264240562,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,98777.0,Alone,0,1,0
11010,1994,Postgraduate,0.12980786400485697,2013-08-30,75,19,3,18,3,1,0,3,3,0,3,8,0,0,16269.0,Alone,1,2,1
4356,1981,Graduate,0.6257722938466482,2013-08-28,70,1224,28,140,0,14,168,3,3,3,5,6,0,0,71819.0,Partner,1,3,1
3885,1993,Postgraduate,0.2842666333345238,2013-10-16,10,16,2,18,3,0,24,1,1,1,2,8,0,1,33569.0,Partner,1,3,1
1175,1993,Postgraduate,0.3083104174850898,2013-09-20,24,88,39,54,64,28,153,1,3,5,3,6,0,1,36262.0,Partner,0,2,0
880,1976,Undergraduate,0.186636191564587,2013-01-16,47,2,23,11,8,6,46,1,2,1,2,8,0,0,22634.0,Partner,0,2,0
2320,1988,Undergraduate,0.40440519981429235,2013-09-12,98,508,11,59,23,5,29,5,11,1,6,9,0,0,47025.0,Partner,1,3,1
850,1978,Graduate,0.6145851933859504,2013-10-06,4,381,28,215,84,28,21,2,6,5,9,3,0,0,70566.0,Alone,1,2,1
4713,1989,Postgraduate,0.2667315453019535,2012-11-22,15,74,0,42,2,1,6,2,2,1,4,7,0,0,31605.0,Partner,1,3,1
675,1983,Postgraduate,0.44912681689939643,2013-05-17,67,146,0,93,7,13,73,5,4,2,5,7,0,0,52034.0,Alone,2,3,1
5025,1989,Graduate,0.4178065069104675,2013-12-24,32,23,17,23,43,20,9,1,2,1,4,3,0,0,48526.0,Alone,1,2,1
2308,1964,Graduate,0.4018070783186315,2012-11-18,40,110,5,137,26,23,29,2,6,1,5,7,0,0,46734.0,Partner,1,3,1
5995,1972,Graduate,0.3376843684154137,2012-12-18,54,165,3,147,4,24,41,7,6,2,5,8,0,1,39552.0,Alone,2,3,1
6749,1976,Graduate,0.7555801578515052,2012-08-08,78,957,47,494,82,47,95,4,5,3,6,8,0,0,86358.0,Alone,2,3,1
1010,1987,Graduate,0.40356594407342594,2014-04-24,94,41,0,17,3,1,16,2,1,1,3,3,0,0,46931.0,Partner,3,5,1
8977,1995,Undergraduate,0.13259347880432842,2013-01-12,51,1,3,4,2,3,11,1,0,0,3,4,0,0,16581.0,Alone,0,1,0
4756,1962,Undergraduate,0.5559444305560515,2013-12-20,42,176,29,818,0,33,112,1,7,6,11,4,0,1,63998.0,Alone,0,1,0
3412,1961,Postgraduate,0.5861487089746794,2013-01-15,67,815,8,53,11,0,70,4,2,2,9,7,0,0,67381.0,Partner,1,3,1
606,1977,Graduate,0.21606371201028535,2013-10-10,87,6,1,2,2,0,4,1,1,0,2,7,0,0,25930.0,Alone,2,3,1
5961,1988,Graduate,0.36572800971393876,2014-06-07,29,8,4,20,6,3,16,1,1,0,3,5,0,0,42693.0,Partner,1,3,1
2975,1986,Graduate,0.7488661119245741,2012-11-12,89,717,42,864,219,30,84,2,6,7,9,3,0,0,85606.0,Partner,1,3,1
2894,1995,Graduate,0.6354505196242991,2013-10-29,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,72903.0,Alone,0,1,0
7613,1984,Undergraduate,0.4280114995893004,2014-05-24,97,166,5,107,11,8,29,2,5,1,6,6,0,0,49669.0,Partner,1,3,1
10542,1978,Postgraduate,0.3129173958072926,2012-08-05,63,29,4,34,2,4,4,3,3,0,3,9,0,0,36778.0,Partner,2,4,1
8015,1972,Postgraduate,0.7496696546551909,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1,0,1,85696.0,Alone,0,1,0
10617,1999,Postgraduate,0.08257740794971609,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,10979.0,Alone,0,1,0
11166,1971,Graduate,0.42809185386236204,2013-02-02,81,229,5,56,3,2,20,2,6,2,4,7,0,0,49678.0,Partner,1,3,1
849,1963,Postgraduate,0.48568801114245924,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,4,0,0,56129.0,Partner,1,3,1
523,1999,Graduate,0.3162833470233206,2013-01-31,51,23,0,26,7,15,3,1,2,0,4,5,0,0,37155.0,Partner,1,3,1
4066,1988,Undergraduate,0.1745651941002107,2014-05-11,76,1,5,8,4,8,20,2,2,1,2,6,0,0,21282.0,Alone,1,2,1
8414,1972,Postgraduate,0.2829273954501625,2013-08-17,76,56,0,12,0,0,18,2,2,0,4,7,0,0,33419.0,Alone,1,2,1
819,1955,Graduate,0.5495785864790542,2013-11-05,84,508,124,249,50,38,134,1,6,5,13,3,0,0,63285.0,Alone,0,1,0
4961,1984,Postgraduate,0.17432413128102567,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4,0,0,21255.0,Partner,1,3,1
749,1991,Graduate,0.3609871076032999,2013-11-19,31,46,7,59,2,4,27,2,3,1,3,6,0,1,42162.0,Partner,1,3,1
5430,1966,Graduate,0.47069747509017534,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,54450.0,Partner,2,4,1
7755,1964,Postgraduate,0.5001071390307489,2013-11-12,91,350,3,39,0,0,19,2,9,1,4,8,0,0,57744.0,Partner,1,3,1
10525,1996,Graduate,0.22183136316560123,2012-10-13,40,10,0,8,0,0,9,1,1,0,2,9,0,1,26576.0,Alone,1,2,1
1453,1953,Postgraduate,0.4980447126888325,2013-07-06,59,735,40,183,52,20,30,2,9,3,13,6,0,0,57513.0,Alone,0,1,0
8310,1974,Graduate,0.5929431091746723,2012-08-29,96,897,126,196,91,112,37,3,10,4,7,6,0,0,68142.0,Partner,1,3,1
10710,1989,Graduate,0.051516017285096964,2012-08-29,61,5,2,3,3,0,5,1,1,0,2,8,0,0,7500.0,Partner,1,3,1
5031,1984,Graduate,0.7268936823684867,2012-09-22,14,777,35,731,39,137,114,1,5,9,11,2,0,1,83145.0,Partner,0,2,0
2613,1970,Postgraduate,0.468438627191886,2014-04-03,16,162,6,37,6,13,13,2,1,3,6,1,0,0,54197.0,Partner,1,3,1
213,1973,Postgraduate,0.19071640298560766,2014-05-28,98,35,0,11,0,0,2,4,2,1,3,7,0,0,23091.0,Alone,2,3,1
967,1986,Graduate,0.3956912253133817,2013-07-21,11,342,9,112,19,14,19,10,5,2,9,7,0,1,46049.0,Partner,2,4,1
1077,1984,Graduate,0.4909199671440306,2012-12-05,52,258,105,239,237,172,9,1,7,3,4,4,0,0,56715.0,Partner,0,2,0
7959,1971,Graduate,0.693546659047891,2014-05-29,19,658,80,483,123,13,13,1,3,2,5,1,0,0,79410.0,Partner,0,2,0
640,1961,Graduate,0.49617870790328916,2013-03-11,61,356,80,329,138,17,106,2,7,6,10,5,0,0,57304.0,Partner,1,3,1
4252,1975,Graduate,0.38074533052390985,2014-03-23,73,213,5,28,7,7,41,1,4,1,6,5,0,0,44375.0,Partner,1,3,1
8432,1966,Graduate,0.47069747509017534,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,54450.0,Partner,2,4,1
6218,1975,Graduate,0.5166244062712045,2012-10-20,74,457,4,29,0,0,9,1,8,1,7,7,0,0,59594.0,Partner,1,3,1
6905,2004,Graduate,0.7049301810649619,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2,0,0,80685.0,Partner,0,2,0
5922,1984,Postgraduate,0.34475554444484124,2013-10-13,48,210,0,6,0,0,2,2,4,1,5,7,0,0,40344.0,Partner,1,3,1
3598,1982,Graduate,0.5444448412556694,2013-05-23,53,441,35,83,7,29,11,4,4,2,12,4,0,0,62710.0,Partner,1,3,1
6116,1978,Undergraduate,0.421904574836613,2013-07-05,13,19,13,18,10,7,8,1,1,1,3,3,0,0,48985.0,Partner,1,3,1
6263,1978,Graduate,0.29991786007642585,2012-08-22,34,28,9,37,12,7,13,3,2,0,4,8,0,0,35322.0,Partner,3,5,1
10486,1958,Graduate,0.6732973822363486,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2,0,0,77142.0,Partner,0,2,0
2410,1979,Graduate,0.713608442555623,2014-01-22,69,364,40,425,158,60,50,1,3,4,8,1,0,0,81657.0,Alone,0,1,0
193,2006,Undergraduate,0.1133084532695261,2014-02-17,81,0,0,2,3,3,8,1,1,0,2,5,0,0,14421.0,Partner,0,2,0
3363,1984,Undergraduate,0.16427984714831614,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,20130.0,Partner,0,2,0
8278,2000,Postgraduate,0.6471554587336166,2012-08-26,3,863,83,547,86,99,33,1,8,2,5,5,0,0,74214.0,Partner,0,2,0
10660,1967,Postgraduate,0.5803007035463018,2014-01-12,61,349,7,35,0,0,47,3,8,2,4,7,0,0,66726.0,Partner,2,4,1
8686,1989,Undergraduate,0.19636798685761223,2013-01-08,65,5,23,15,0,18,14,2,2,0,3,8,0,0,23724.0,Partner,1,3,1
1604,1970,Postgraduate,0.40733366665476234,2013-11-13,93,184,2,19,8,8,4,3,2,2,6,5,0,0,47353.0,Partner,1,3,1
5907,1962,Postgraduate,0.2831506017642227,2012-11-03,24,8,0,8,0,0,2,1,1,0,2,8,0,0,33444.0,Partner,2,4,1
10669,1991,Graduate,0.4701260669261812,2013-05-17,8,277,21,64,62,21,25,2,3,2,10,3,0,0,54386.0,Partner,1,3,1
2918,1991,Graduate,0.23909860362129925,2013-04-13,72,44,5,19,0,4,19,3,2,0,4,5,0,0,28510.0,Alone,2,3,1
5735,2001,Postgraduate,0.7937930788186136,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,90638.0,Alone,0,1,0
359,1960,Graduate,0.4137352237420092,2013-01-13,33,373,14,83,6,9,19,3,8,2,6,7,1,0,48070.0,Partner,1,3,1
8387,1967,Graduate,0.36971893860933536,2013-01-05,68,134,8,76,6,0,11,1,4,1,5,6,0,0,43140.0,Partner,1,3,1
1829,1971,Postgraduate,0.47524195564444127,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,54959.0,Alone,1,2,1
3839,1968,Undergraduate,0.11897789364665548,2013-05-03,76,6,12,3,21,6,40,5,2,2,3,5,0,0,15056.0,Alone,2,3,1
9392,1981,Graduate,0.22520624263419164,2014-05-08,17,4,1,11,0,0,1,1,1,0,2,7,0,0,26954.0,Alone,1,2,1
2292,1995,Graduate,0.18389521802792758,2013-08-02,94,5,4,8,2,0,5,1,1,0,3,5,0,0,22327.0,Alone,1,2,1
10466,1975,Graduate,0.38090603907003323,2013-08-22,86,24,2,20,2,2,10,2,1,0,4,4,0,0,44393.0,Partner,2,4,1
9855,1962,Postgraduate,0.5381057819363594,2013-08-25,25,899,0,101,0,0,20,1,6,6,13,4,0,0,62000.0,Alone,1,2,1
4088,1972,Postgraduate,0.2657672940252134,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8,0,0,31497.0,Partner,1,3,1
5231,1984,Undergraduate,0.39430734616620833,2014-02-27,15,27,2,7,0,2,13,1,1,0,3,5,0,0,45894.0,Partner,2,4,1
590,1980,Postgraduate,0.6861272811685296,2012-12-22,35,816,66,549,216,66,99,1,5,6,4,3,0,1,78579.0,Alone,0,1,0
8732,1979,Postgraduate,0.5860415699439305,2012-11-17,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,67369.0,Alone,1,2,1
2315,1970,Graduate,0.5059730009642512,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,0,0,58401.0,Alone,1,2,1
3515,1962,Graduate,0.5408467554730187,2014-02-17,94,87,13,34,10,6,10,1,4,0,4,5,0,0,62307.0,Alone,1,2,1
2245,1979,Postgraduate,0.37419199314310203,2013-04-22,50,57,2,51,4,2,23,3,2,1,4,6,0,0,43641.0,Partner,2,4,1
6283,1978,Postgraduate,0.5545426949037534,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,63841.0,Alone,1,2,1
2246,1975,Undergraduate,0.4032088139709296,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4,0,0,46891.0,Partner,1,3,1
6606,1979,Postgraduate,0.6103442734188064,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8,0,0,70091.0,Partner,1,3,1
5545,1982,Postgraduate,0.6816274418770758,2014-04-05,72,572,8,259,34,35,80,1,3,5,5,1,0,0,78075.0,Partner,0,2,0
7342,1971,Undergraduate,0.512963822720617,2012-09-09,6,341,142,113,259,151,66,3,6,6,12,5,0,0,59184.0,Alone,1,2,1
837,1987,Graduate,0.47390271776008,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,54809.0,Partner,2,4,1
9500,1969,Graduate,0.5034016642262775,2013-01-25,66,221,104,169,102,78,84,3,9,2,8,7,1,0,58113.0,Partner,1,3,1
3602,1968,Postgraduate,0.4435734438055784,2013-12-31,42,140,3,29,4,5,14,2,3,2,4,4,0,0,51412.0,Partner,1,3,1
234,1989,Graduate,0.12104031998857184,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,0,1,15287.0,Alone,1,2,1
2995,1967,Postgraduate,0.5794971608156851,2013-08-17,64,291,10,689,84,10,0,1,3,4,9,1,0,0,66636.0,Partner,0,2,0
1118,1966,Postgraduate,0.4395825149101818,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8,0,0,50965.0,Partner,1,3,1
7789,1975,Postgraduate,0.7400449983929145,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,84618.0,Partner,0,2,0
3068,2000,Graduate,0.14839648583979143,2013-10-29,1,1,12,9,0,14,7,1,2,0,3,7,0,0,18351.0,Partner,0,2,0
8955,1967,Postgraduate,0.34571086746901897,2014-02-16,54,35,0,4,0,0,10,1,1,1,2,5,0,0,40451.0,Partner,2,4,1
945,1975,Graduate,0.30880147137602226,2013-05-22,53,87,3,25,3,2,13,2,3,0,4,7,0,0,36317.0,Partner,1,3,1
5644,1967,Graduate,0.3614424484839827,2013-10-12,96,309,3,24,4,3,20,2,5,1,7,7,0,0,42213.0,Partner,1,3,1
7192,1965,Graduate,0.5715688725402663,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,1,0,65748.0,Partner,1,3,1
2324,1982,Graduate,0.6724224134852326,2013-10-27,12,625,38,242,50,34,76,2,7,11,11,4,0,0,77044.0,Partner,1,3,1
697,1979,Graduate,0.6534409485375522,2013-03-12,78,972,59,913,25,19,59,1,5,9,6,3,0,0,74918.0,Partner,0,2,0
3439,1982,Graduate,0.49097353665940496,2012-10-31,64,157,6,39,6,13,75,5,4,1,5,6,0,0,56721.0,Partner,2,4,1
1506,1985,Graduate,0.36096925109817507,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6,0,1,42160.0,Alone,2,3,1
232,1975,Graduate,0.5341684225563372,2013-07-17,8,279,83,88,32,14,34,1,4,2,10,3,0,0,61559.0,Alone,1,2,1
8876,1973,Postgraduate,0.28480232848826825,2012-08-08,49,132,0,16,0,0,4,5,3,1,4,9,0,0,33629.0,Partner,2,4,1
4500,2001,Postgraduate,0.5977643655583729,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,68682.0,Partner,0,2,0
9739,1973,Graduate,0.2914806614049498,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7,0,0,34377.0,Alone,1,2,1
10395,1996,Undergraduate,0.06437270097496518,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8,0,0,8940.0,Alone,1,2,1
1176,1983,Graduate,0.21872433127388308,2013-09-22,50,2,6,4,3,1,9,1,1,0,2,8,0,0,26228.0,Partner,1,3,1
1627,1967,Undergraduate,0.6746812613835219,2013-01-26,84,408,61,109,48,122,41,1,5,7,9,4,0,0,77297.0,Alone,0,1,0
938,1991,Graduate,0.34356808685404094,2013-07-30,30,51,1,7,2,1,25,2,2,1,2,8,0,0,40211.0,Partner,2,4,1
2740,1968,Postgraduate,0.28309703224884825,2013-09-22,81,62,1,16,3,2,6,4,2,1,4,5,0,0,33438.0,Alone,2,3,1
257,1969,Postgraduate,0.6544587693296667,2013-04-28,74,952,12,180,47,12,12,2,5,4,9,3,0,0,75032.0,Partner,1,3,1
4058,1965,Postgraduate,0.5317131531016749,2013-10-12,76,618,15,106,20,7,45,1,11,2,8,6,0,0,61284.0,Alone,0,1,0
7736,1996,Graduate,0.1856005142673476,2012-10-22,36,11,7,12,2,2,27,2,2,1,2,5,0,1,22518.0,Partner,1,3,1
8210,1985,Postgraduate,0.47319738580764975,2013-08-15,64,318,3,17,4,7,56,5,4,1,8,4,0,0,54730.0,Partner,1,3,1
833,1965,Postgraduate,0.3278632905967644,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,38452.0,Partner,2,4,1
6230,1981,Graduate,0.3811560301417806,2013-02-15,53,110,5,59,7,1,7,5,5,0,4,8,0,0,44421.0,Alone,2,3,1
7325,1996,Postgraduate,0.32558658619335024,2013-06-29,86,23,0,11,2,1,3,1,1,0,3,5,0,0,38197.0,Partner,1,3,1
1307,1988,Graduate,0.359415735152316,2014-02-09,15,27,5,8,8,3,12,3,3,0,4,4,0,0,41986.0,Alone,1,2,1
1502,1993,Graduate,0.23835755865861935,2013-03-21,67,18,3,19,3,3,6,2,2,0,3,8,0,0,28427.0,Partner,1,3,1
6211,1986,Postgraduate,0.31842612763829864,2014-05-02,47,18,0,9,0,1,11,1,1,0,3,6,0,0,37395.0,Partner,1,3,1
843,1981,Graduate,0.5624084854112352,2014-05-26,47,303,0,280,60,147,15,4,8,2,11,6,0,0,64722.0,Partner,1,3,1
4174,1966,Postgraduate,0.47783114888753975,2014-04-17,81,97,1,19,2,0,11,1,2,1,4,3,0,0,55249.0,Partner,1,3,1
9757,1982,Graduate,0.7426163351308881,2013-10-04,98,997,15,414,99,30,76,1,5,6,12,2,0,0,84906.0,Partner,0,2,0
6918,1999,Graduate,0.2407146173350952,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,28691.0,Partner,1,3,1
286,1962,Graduate,0.37929895360879967,2013-11-29,48,95,11,35,0,4,7,4,2,1,5,6,0,0,44213.0,Alone,2,3,1
11086,1994,Undergraduate,0.21407271168886827,2014-01-18,18,1,6,2,3,6,3,1,1,0,3,7,0,0,25707.0,Alone,1,2,1
